JID,Journal Name,JCR_Abbrev,Field,issn,e_issn,issn_fixed,JCR_Rank,IF,Publisher,Publisher_WoS,Policy,Year_policy,checked_last_on,Group,openalex_URL,oa_id,NLM_ISSN,URL,URL2,NLM,FLAG,Policy_location,All_Fields
170,ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY,ARCH PHYSIOL BIOCHEM,PHYSIOLOGY - SCIE,1381-3455,1744-4160,1381-3455,19,4.1,TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,0,,,57,https://www.tandfonline.com/toc/iarp20/current,https://openalex.org/S19783875,https://www.ncbi.nlm.nih.gov/nlmcatalog/9510153,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/9510153,TRUE,,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
171,JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,J PHYSIOL PHARMACOL,PHYSIOLOGY - SCIE,0867-5910,N/A,0867-5910,36,3,POLISH PHYSIOLOGICAL SOC,POLISH PHYSIOLOGICAL SOC,0,,,57,http://www.jpp.krakow.pl/,https://openalex.org/S4393915990,https://www.ncbi.nlm.nih.gov/nlmcatalog/9114501,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/492669,FALSE,,PHYSIOLOGY
172,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,AM J PHYSIOL-HEART C,PHYSIOLOGY - SCIE,0363-6135,1522-1539,0363-6135,13,4.7,AMER PHYSIOLOGICAL SOC,AMER PHYSIOLOGICAL SOC,1,2017,4/8/2025,58,https://journals.physiology.org/journal/ajpheart,https://openalex.org/S87338489,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901228,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901228,TRUE,https://journals.physiology.org/manuscript-prep#figures,CARDIAC & CARDIOVASCULAR SYSTEMS; PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY
173,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,J ELECTROMYOGR KINES,PHYSIOLOGY - SCIE,1050-6411,1873-5711,1050-6411,51,2.4,ELSEVIER SCI LTD,ELSEVIER SCI LTD,0,,,58,https://www.journals.elsevier.com/journal-of-electromyography-and-kinesiology,https://openalex.org/S65425268,https://www.ncbi.nlm.nih.gov/nlmcatalog/9109125,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/9109125,TRUE,,NEUROSCIENCES; PHYSIOLOGY; REHABILITATION; SPORT SCIENCES
174,Journal of Physiological Sciences,J PHYSIOL SCI,PHYSIOLOGY - SCIE,1880-6546,1880-6562,1880-6546,43,2.8,BMC,ELSEVIER,0,,,58,https://link.springer.com/journal/12576,https://openalex.org/S114270954,https://www.ncbi.nlm.nih.gov/nlmcatalog/101262417,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/446051,FALSE,,PHYSIOLOGY
175,AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,AM J PHYSIOL-ENDOC M,PHYSIOLOGY - SCIE,0193-1849,1522-1555,0193-1849,15,4.3,AMER PHYSIOLOGICAL SOC,AMER PHYSIOLOGICAL SOC,1,2017,4/8/2025,59,https://journals.physiology.org/journal/ajpendo,https://openalex.org/S196637695,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901226,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901227,FALSE,https://journals.physiology.org/manuscript-prep#figures,ENDOCRINOLOGY & METABOLISM; PHYSIOLOGY
176,JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA,J MAMMARY GLAND BIOL,PHYSIOLOGY - SCIE,1083-3021,1573-7039,1083-3021,46,2.7,SPRINGER/PLENUM PUBLISHERS,SPRINGER/PLENUM PUBLISHERS,0,,,59,https://link.springer.com/journal/10911,https://openalex.org/S146336032,https://www.ncbi.nlm.nih.gov/nlmcatalog/9601804,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/9601804,TRUE,,ENDOCRINOLOGY & METABOLISM; ONCOLOGY; PHYSIOLOGY
177,PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY,PFLUG ARCH EUR J PHY,PHYSIOLOGY - SCIE,0031-6768,1432-2013,0031-6768,26,3.7,SPRINGER HEIDELBERG,SPRINGER HEIDELBERG,0,,,59,http://www.springer.com/biomed/human+physiology/journal/424,https://openalex.org/S203465302,https://www.ncbi.nlm.nih.gov/nlmcatalog/154720,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/154720,TRUE,,PHYSIOLOGY
178,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,AM J PHYSIOL-CELL PH,PHYSIOLOGY - SCIE,0363-6143,1522-1563,0363-6143,16,4.2,AMER PHYSIOLOGICAL SOC,AMER PHYSIOLOGICAL SOC,1,2017,4/8/2025,60,https://journals.physiology.org/journal/ajpcell,https://openalex.org/S62704344,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901225,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901225,TRUE,https://journals.physiology.org/manuscript-prep#figures,CELL BIOLOGY; PHYSIOLOGY
179,PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY,PESTIC BIOCHEM PHYS,PHYSIOLOGY - SCIE,0048-3575,1095-9939,0048-3575,23,4,ACADEMIC PRESS INC ELSEVIER SCIENCE,ACADEMIC PRESS INC ELSEVIER SCIENCE,0,,,60,https://www.journals.elsevier.com/pesticide-biochemistry-and-physiology,https://openalex.org/S9324707,https://www.ncbi.nlm.nih.gov/nlmcatalog/1301573,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/7612720,FALSE,,BIOCHEMISTRY & MOLECULAR BIOLOGY; ENTOMOLOGY; PHYSIOLOGY
180,PSYCHOPHYSIOLOGY,PSYCHOPHYSIOLOGY,PHYSIOLOGY - SCIE,0048-5772,1469-8986,0048-5772,21,4,WILEY,WILEY,0,,,60,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-8986,https://openalex.org/S167723465,https://www.ncbi.nlm.nih.gov/nlmcatalog/142657,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/272495,FALSE,,"NEUROSCIENCES; PHYSIOLOGY; PSYCHOLOGY; PSYCHOLOGY, BIOLOGICAL; PSYCHOLOGY, EXPERIMENTAL"
181,AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,AM J PHYSIOL-GASTR L,PHYSIOLOGY - SCIE,0193-1857,1522-1547,0193-1857,20,4.1,AMER PHYSIOLOGICAL SOC,AMER PHYSIOLOGICAL SOC,1,2017,4/8/2025,61,https://journals.physiology.org/journal/ajpgi,https://openalex.org/S34136372,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901227,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901227,TRUE,https://journals.physiology.org/manuscript-prep#figures,GASTROENTEROLOGY & HEPATOLOGY; PHYSIOLOGY
182,Lymphatic Research and Biology,LYMPHAT RES BIOL,PHYSIOLOGY - SCIE,1539-6851,1557-8585,1539-6851,48,2.6,"MARY ANN LIEBERT, INC","MARY ANN LIEBERT, INC",0,,,61,http://online.liebertpub.com/loi/lrb,https://openalex.org/S206674190,https://www.ncbi.nlm.nih.gov/nlmcatalog/101163587,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101163587,TRUE,,"MEDICINE, RESEARCH & EXPERIMENTAL; PHYSIOLOGY"
183,PHYSIOLOGICAL MEASUREMENT,PHYSIOL MEAS,PHYSIOLOGY - SCIE,0967-3334,1361-6579,0967-3334,45,2.83,IOP PUBLISHING LTD,IOP Publishing Ltd,0,,,61,http://www.iop.org,https://openalex.org/S3164724,https://www.ncbi.nlm.nih.gov/nlmcatalog/9306921,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/269066,FALSE,,"BIOPHYSICS; ENGINEERING, BIOMEDICAL; PHYSIOLOGY"
184,AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,AM J PHYSIOL-REG I,PHYSIOLOGY - SCIE,0363-6119,1522-1490,0363-6119,28,3.6,AMER PHYSIOLOGICAL SOC,AMER PHYSIOLOGICAL SOC,1,2017,4/8/2025,62,https://journals.physiology.org/journal/ajpregu,https://openalex.org/S59702976,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901230,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901230,TRUE,https://journals.physiology.org/manuscript-prep#figures,PHYSIOLOGY
185,NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,NEUROPHYSIOL CLIN,PHYSIOLOGY - SCIE,0987-7053,1769-7131,0987-7053,25,3.7,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,0,,,62,https://www.journals.elsevier.com/neurophysiologie-clinique,https://openalex.org/S49614445,https://www.ncbi.nlm.nih.gov/nlmcatalog/8804532,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/8804532,TRUE,,CLINICAL NEUROLOGY; NEUROSCIENCES; PHYSIOLOGY
186,EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,EUR J APPL PHYSIOL,PHYSIOLOGY - SCIE,1439-6319,1439-6327,1439-6319,35,3.1,SPRINGER,SPRINGER,0,,,62,https://www.springer.com/journal/421,https://openalex.org/S205145379,https://www.ncbi.nlm.nih.gov/nlmcatalog/100954790,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/100954790,TRUE,,PHYSIOLOGY; SPORT SCIENCES
187,JOURNAL OF APPLIED PHYSIOLOGY,J APPL PHYSIOL,PHYSIOLOGY - SCIE,8750-7587,1522-1601,8750-7587,29,3.5,AMER PHYSIOLOGICAL SOC,AMER PHYSIOLOGICAL SOC,1,2017,4/8/2025,63,https://journals.physiology.org/journal/jappl,https://openalex.org/S140889577,https://www.ncbi.nlm.nih.gov/nlmcatalog/8502536,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101264333,FALSE,https://journals.physiology.org/manuscript-prep#figures,PHYSIOLOGY; SPORT SCIENCES
188,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,COMP BIOCHEM PHYS A,PHYSIOLOGY - SCIE,1095-6433,1531-4332,1095-6433,54,2.3,ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,0,,,63,https://www.journals.elsevier.com/comparative-biochemistry-and-physiology-part-a-molecular-and-integrative-physiology,https://openalex.org/S193677276,https://www.ncbi.nlm.nih.gov/nlmcatalog/9806096,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/9806096,TRUE,,BIOCHEMISTRY & MOLECULAR BIOLOGY; PHYSIOLOGY; ZOOLOGY
189,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,INT J PSYCHOPHYSIOL,PHYSIOLOGY - SCIE,0167-8760,1872-7697,0167-8760,37,3,ELSEVIER,ELSEVIER,0,,,63,https://www.journals.elsevier.com/international-journal-of-psychophysiology,https://openalex.org/S129135363,https://www.ncbi.nlm.nih.gov/nlmcatalog/8406214,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/8406214,TRUE,,"NEUROSCIENCES; PHYSIOLOGY; PSYCHOLOGY; PSYCHOLOGY, BIOLOGICAL; PSYCHOLOGY, EXPERIMENTAL"
190,AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,AM J PHYSIOL-RENAL,PHYSIOLOGY - SCIE,1931-857X,1522-1466,1931-857X,30,3.4,AMER PHYSIOLOGICAL SOC,AMER PHYSIOLOGICAL SOC,1,2017,4/8/2025,64,https://journals.physiology.org/journal/ajprenal,https://openalex.org/S200780590,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901990,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/100901990,TRUE,https://journals.physiology.org/manuscript-prep#figures,PHYSIOLOGY; UROLOGY & NEPHROLOGY
191,JOURNAL OF BIOLOGICAL RHYTHMS,J BIOL RHYTHM,PHYSIOLOGY - SCIE,0748-7304,1552-4531,0748-7304,31,3.2,SAGE PUBLICATIONS INC,SAGE PUBLICATIONS INC,0,,,64,http://jbr.sagepub.com/,https://openalex.org/S192515372,https://www.ncbi.nlm.nih.gov/nlmcatalog/8700115,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/8700115,TRUE,,BIOLOGY; PHYSIOLOGY
192,KIDNEY & BLOOD PRESSURE RESEARCH,KIDNEY BLOOD PRESS R,PHYSIOLOGY - SCIE,1420-4096,1423-0143,1420-4096,45,2.7,KARGER,KARGER,0,,,64,http://www.karger.com/kbr,https://openalex.org/S167815962,https://www.ncbi.nlm.nih.gov/nlmcatalog/9610505,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/9610505,TRUE,,PERIPHERAL VASCULAR DISEASE; PHYSIOLOGY; UROLOGY & NEPHROLOGY
193,PHYSIOLOGICAL GENOMICS,PHYSIOL GENOMICS,PHYSIOLOGY - SCIE,1094-8341,1531-2267,1094-8341,33,3.1,AMER PHYSIOLOGICAL SOC,AMER PHYSIOLOGICAL SOC,1,2017,4/8/2025,65,http://physiolgenomics.physiology.org,https://openalex.org/S57123121,https://www.ncbi.nlm.nih.gov/nlmcatalog/9815683,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101599129,FALSE,https://journals.physiology.org/manuscript-prep#figures,CELL BIOLOGY; GENETICS & HEREDITY; PHYSIOLOGY
194,Conservation Physiology,CONSERV PHYSIOL,PHYSIOLOGY - SCIE,2051-1434,2051-1434,2051-1434,34,3.1,OXFORD UNIV PRESS,OXFORD UNIV PRESS,0,,,65,https://academic.oup.com/conphys,https://openalex.org/S2734435911,https://www.ncbi.nlm.nih.gov/nlmcatalog/101656116,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101656116,TRUE,,BIODIVERSITY CONSERVATION; ECOLOGY; ENVIRONMENTAL SCIENCES; PHYSIOLOGY
195,Journal of Physiological Anthropology,J PHYSIOL ANTHROPOL,PHYSIOLOGY - SCIE,1880-6805,1880-6805,1880-6805,40,2.9,BMC,BMC,0,,,65,https://jphysiolanthropol.biomedcentral.com/,https://openalex.org/S116299461,https://www.ncbi.nlm.nih.gov/nlmcatalog/101269653,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101269653,TRUE,,PHYSIOLOGY
196,EXPERIMENTAL PHYSIOLOGY,EXP PHYSIOL,PHYSIOLOGY - SCIE,0958-0670,1469-445X,0958-0670,38,3,WILEY,WILEY,1,2021,4/8/2025,66,http://physoc.onlinelibrary.wiley.com/hub/journal/10.1111/(ISSN)1469-445X/,https://openalex.org/S65894173,https://www.ncbi.nlm.nih.gov/nlmcatalog/9002940,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101715172,FALSE,https://ep.msubmit.net/cgi-bin/main.plex?form_type=display_requirements#figsandlegends,PHYSIOLOGY
197,CHRONOBIOLOGY INTERNATIONAL,CHRONOBIOL INT,PHYSIOLOGY - SCIE,0742-0528,1525-6073,0742-0528,39,2.9,TAYLOR & FRANCIS INC,TAYLOR & FRANCIS INC,0,,,66,http://informahealthcare.com/journal/cbi,https://openalex.org/S75142505,https://www.ncbi.nlm.nih.gov/nlmcatalog/8501362,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/8501362,TRUE,,BIOLOGY; PHYSIOLOGY
198,PHYSIOLOGICAL RESEARCH,PHYSIOL RES,PHYSIOLOGY - SCIE,0862-8408,1802-9973,0862-8408,67,1.881,"ACAD SCIENCES CZECH REPUBLIC, INST PHYSIOLOGY","ACAD SCIENCES CZECH REPUBLIC, INST PHYSIOLOGY",0,2025/12,,66,http://www.biomed.cas.cz/physiolres/index.html,https://openalex.org/S4210199525,https://www.ncbi.nlm.nih.gov/nlmcatalog/9112413,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101636912,FALSE,,PHYSIOLOGY
199,JOURNAL OF NEUROPHYSIOLOGY,J NEUROPHYSIOL,PHYSIOLOGY - SCIE,0022-3077,1522-1598,0022-3077,44,2.7,AMER PHYSIOLOGICAL SOC,AMER PHYSIOLOGICAL SOC,1,2017,4/8/2025,67,https://journals.physiology.org/journal/jn,https://openalex.org/S142952003,https://www.ncbi.nlm.nih.gov/nlmcatalog/375404,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101690682,FALSE,https://journals.physiology.org/manuscript-prep#figures,NEUROSCIENCES; PHYSIOLOGY
200,CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY,CLIN EXP PHARMACOL P,PHYSIOLOGY - SCIE,0305-1870,1440-1681,0305-1870,49,2.6,WILEY,WILEY,0,,,67,http://www.wiley.com/bw/journal.asp?ref=0305-1870,https://openalex.org/S168193669,https://www.ncbi.nlm.nih.gov/nlmcatalog/425076,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101165100,FALSE,,PHARMACOLOGY & PHARMACY; PHYSIOLOGY
201,CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING,CLIN PHYSIOL FUNCT I,PHYSIOLOGY - SCIE,1475-0961,1475-097X,1475-0961,56,2.3,WILEY,WILEY,0,,,67,https://onlinelibrary.wiley.com/journal/1475097X,https://openalex.org/S184889556,https://www.ncbi.nlm.nih.gov/nlmcatalog/101137604,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101624617,FALSE,,PHYSIOLOGY
202,Arthritis & Rheumatology,ARTHRITIS RHEUMATOL,RHEUMATOLOGY,2326-5191,2326-5205,2326-5191,3,11,WILEY,WILEY,1,2020,4/8/2025,68,https://onlinelibrary.wiley.com/journal/23265205,https://openalex.org/S4210186158,https://www.ncbi.nlm.nih.gov/nlmcatalog/101623795,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/389174,FALSE,https://acrjournals.onlinelibrary.wiley.com/hub/journal/23265205/authorguidelines,RHEUMATOLOGY
203,Lancet Rheumatology,LANCET RHEUMATOL,RHEUMATOLOGY,2665-9913,2665-9913,2665-9913,4,8.1,ELSEVIER,ELSEVIER,0,,,68,https://www.journals.elsevier.com/the-lancet-rheumatology,https://openalex.org/S4210233594,https://www.ncbi.nlm.nih.gov/nlmcatalog/101765308,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101765308,TRUE,,RHEUMATOLOGY
204,RHEUMATOLOGY,RHEUMATOLOGY,RHEUMATOLOGY,1462-0324,1462-0332,1462-0324,5,7.6,OXFORD UNIV PRESS,OXFORD UNIV PRESS,0,,,68,https://academic.oup.com/rheumatology,https://openalex.org/S183989336,https://www.ncbi.nlm.nih.gov/nlmcatalog/100883501,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/499883,FALSE,,RHEUMATOLOGY
205,JOURNAL OF RHEUMATOLOGY,J RHEUMATOL,RHEUMATOLOGY,0315-162X,1499-2752,0315-162X,14,4.7,J RHEUMATOL PUBL CO,J RHEUMATOL PUBL CO,1,2019,4/8/2025,69,http://www.jrheum.org/,https://openalex.org/S50602745,https://www.ncbi.nlm.nih.gov/nlmcatalog/7501984,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101764777,FALSE,https://www.jrheum.org/guideforauthors#figurestables,RHEUMATOLOGY
206,Arthritis Research & Therapy,ARTHRITIS RES THER,RHEUMATOLOGY,1478-6354,1478-6362,1478-6354,9,5.2,BMC,BMC,0,,,69,https://arthritis-research.biomedcentral.com/,https://openalex.org/S149170128,https://www.ncbi.nlm.nih.gov/nlmcatalog/101154438,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/273853,FALSE,,RHEUMATOLOGY
207,SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,SCAND J RHEUMATOL,RHEUMATOLOGY,0300-9742,1502-7732,0300-9742,19,3.6,TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,0,,,69,https://www.tandfonline.com/toc/irhe20/current,https://openalex.org/S42124886,https://www.ncbi.nlm.nih.gov/nlmcatalog/321213,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/8603426,FALSE,,RHEUMATOLOGY
208,KIDNEY INTERNATIONAL,KIDNEY INT,UROLOGY & NEPHROLOGY,0085-2538,1523-1755,0085-2538,4,10.6,ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,1,2018,4/8/2025,70,https://www.sciencedirect.com/journal/kidney-international,https://openalex.org/S97303050,https://www.ncbi.nlm.nih.gov/nlmcatalog/323470,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101684752,FALSE,https://www.sciencedirect.com/journal/kidney-international/publish/guide-for-authors,UROLOGY & NEPHROLOGY
209,EUROPEAN UROLOGY,EUR UROL,UROLOGY & NEPHROLOGY,0302-2838,1873-7560,0302-2838,2,20.1,ELSEVIER,ELSEVIER,0,,,70,https://www.journals.elsevier.com/european-urology,https://openalex.org/S96871409,https://www.ncbi.nlm.nih.gov/nlmcatalog/7512719,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101771568,FALSE,,UROLOGY & NEPHROLOGY
210,Aging Male,AGING MALE,UROLOGY & NEPHROLOGY,1368-5538,1473-0790,1368-5538,14,5.892,TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,0,,2026/01,70,http://www.tandfonline.com/itam,https://openalex.org/S172622653,https://www.ncbi.nlm.nih.gov/nlmcatalog/9808210,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101090868,FALSE,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=itam20,ENDOCRINOLOGY & METABOLISM; UROLOGY & NEPHROLOGY
211,PROSTATE CANCER AND PROSTATIC DISEASES,PROSTATE CANCER P D,UROLOGY & NEPHROLOGY,1365-7852,1476-5608,1365-7852,16,5.6,SPRINGERNATURE,SPRINGERNATURE,1,2013,4/8/2025,71,https://www.nature.com/pcan/,https://openalex.org/S107943385,https://www.ncbi.nlm.nih.gov/nlmcatalog/9815755,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101651112,FALSE,https://www.nature.com/pcan/authors-and-referees/guide-to-authors,ONCOLOGY; UROLOGY & NEPHROLOGY
212,European Urology Oncology,EUR UROL ONCOL,UROLOGY & NEPHROLOGY,N/A,2588-9311,2588-9311,9,7.5,ELSEVIER,ELSEVIER,0,,,71,https://www.journals.elsevier.com/european-urology-oncology,https://openalex.org/S2898501490,https://www.ncbi.nlm.nih.gov/nlmcatalog/101724904,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101724904,TRUE,,ONCOLOGY; UROLOGY & NEPHROLOGY
213,World Journal of Mens Health,WORLD J MENS HEALTH,UROLOGY & NEPHROLOGY,2287-4208,2287-4690,2287-4208,17,5.4,"PUSAN NATL UNIV MEDICAL SCH, DEPT UROLOGY",KOREAN SOC SEXUAL MEDICINE & ANDROLOGY,0,,,71,https://www.wjmh.org,https://openalex.org/S2764675658,https://www.ncbi.nlm.nih.gov/nlmcatalog/101596899,,,https://www.ncbi.nlm.nih.gov/nlmcatalog/101596899,TRUE,,ANDROLOGY; UROLOGY & NEPHROLOGY